DATE,S&P500,JPX400,SSEC,KOSPI
2010-05-01,,,,1741.56
2010-05-02,,,,1741.56
2010-05-03,1202.26,,,1721.21
2010-05-04,1173.6,,2835.28,1718.75
2010-05-05,1165.9,,2857.15,1718.75
2010-05-06,1128.15,8556.86,2739.7,1684.71
2010-05-07,1110.88,8336.19,2688.38,1647.5
2010-05-08,,,,1647.5
2010-05-09,,,,1647.5
2010-05-10,1159.73,8451.55,2698.76,1677.63
2010-05-11,1155.79,8342.36,2647.57,1670.24
2010-05-12,1171.67,8348.53,2655.71,1663.03
2010-05-13,1157.44,8484.31,2710.51,1694.58
2010-05-14,1135.68,8370.12,2696.63,1695.63
2010-05-15,,,,1695.63
2010-05-16,,,,1695.63
2010-05-17,1136.94,8229.9,2559.93,1651.51
2010-05-18,1120.8,8182.36,2594.78,1643.24
2010-05-19,1115.05,8151.51,2587.81,1630.08
2010-05-20,1071.59,8038.98,2555.94,1600.18
2010-05-21,1087.69,7871.3,2583.52,1600.18
2010-05-22,,,,1600.18
2010-05-23,,,,1600.18
2010-05-24,1073.65,7873.34,2673.42,1604.93
2010-05-25,1074.03,7687.23,2622.63,1560.83
2010-05-26,1067.95,7686.83,2625.79,1582.12
2010-05-27,1103.06,7786.8,2655.92,1607.5
2010-05-28,1089.41,7867.16,2655.77,1622.78
2010-05-29,,,,1622.78
2010-05-30,,,,1622.78
2010-05-31,,7877.99,2592.15,1641.25
2010-06-01,1070.71,7870.68,2568.28,1630.4
2010-06-02,1098.38,7778.16,2571.42,1630.4
2010-06-03,1102.83,7968.15,2552.66,1661.84
2010-06-04,1064.88,7960.07,2553.59,1664.13
2010-06-05,,,,1664.13
2010-06-06,,,,1664.13
2010-06-07,1050.47,7689.97,2511.73,1637.97
2010-06-08,1062,7685.35,2513.95,1651.48
2010-06-09,1055.69,7618.24,2583.87,1647.22
2010-06-10,1086.84,7677.18,2562.58,1651.7
2010-06-11,1091.6,7759.75,2569.94,1675.34
2010-06-12,,,,1675.34
2010-06-13,,,,1675.34
2010-06-14,1089.63,7874.68,,1690.6
2010-06-15,1115.23,7876.52,,1690.03
2010-06-16,1114.61,8007.45,,1705.33
2010-06-17,1116.04,7964.02,2560.24,1707.92
2010-06-18,1117.51,7940.74,2513.22,1711.95
2010-06-19,,,,1711.95
2010-06-20,,,,1711.95
2010-06-21,1113.2,8108.54,2586.21,1739.68
2010-06-22,1095.31,8024.61,2588.7,1731.48
2010-06-23,1092.04,7896.8,2569.87,1725.82
2010-06-24,1073.69,7897.22,2566.74,1739.87
2010-06-25,1076.76,7788,2552.82,1729.84
2010-06-26,,,,1729.84
2010-06-27,,,,1729.84
2010-06-28,1074.57,7741.03,2535.28,1732.03
2010-06-29,1041.24,7662.82,2427.05,1707.76
2010-06-30,1030.71,7557.73,2398.37,1698.29
2010-07-01,1027.37,7444.16,2373.79,1686.24
2010-07-02,1022.58,7461.95,2382.9,1671.82
2010-07-03,,,,1671.82
2010-07-04,,,,1671.82
2010-07-05,,7513.4,2363.95,1675.37
2010-07-06,1028.06,7607.45,2409.42,1684.94
2010-07-07,1060.27,7566.11,2421.12,1675.65
2010-07-08,1070.25,7745.05,2415.15,1698.64
2010-07-09,1077.96,7744.96,2470.92,1723.01
2010-07-10,,,,1723.01
2010-07-11,,,,1723.01
2010-07-12,1078.75,7718.56,2490.72,1734.05
2010-07-13,1095.34,7695.29,2450.29,1735.08
2010-07-14,1095.17,7839.6,2470.44,1758.01
2010-07-15,1096.48,7715.84,2424.3,1751.29
2010-07-16,1064.88,7562.04,2424.27,1738.45
2010-07-17,,,,1738.45
2010-07-18,,,,1738.45
2010-07-19,1071.25,,2475.42,1731.95
2010-07-20,1083.48,7493.49,2528.73,1736.77
2010-07-21,1069.59,7475.48,2535.39,1748.78
2010-07-22,1093.67,7437.85,2562.41,1735.53
2010-07-23,1102.66,7587.85,2572.03,1758.06
2010-07-24,,,,1758.06
2010-07-25,,,,1758.06
2010-07-26,1115.01,7630.62,2588.68,1769.07
2010-07-27,1113.84,7620.09,2575.37,1768.31
2010-07-28,1106.13,7794.68,2633.66,1773.47
2010-07-29,1101.53,7755.13,2648.12,1770.88
2010-07-30,1101.6,7646.36,2637.5,1759.33
2010-07-31,,,,1759.33
2010-08-01,,,,1759.33
2010-08-02,1125.86,7654.67,2672.52,1782.27
2010-08-03,1120.46,7735.09,2627,1790.6
2010-08-04,1127.24,7608.92,2638.52,1789.26
2010-08-05,1125.81,7722.4,2620.76,1783.86
2010-08-06,1121.64,7753.38,2658.39,1783.83
2010-08-07,,,,1783.83
2010-08-08,,,,1783.83
2010-08-09,1127.79,7724.43,2672.53,1790.17
2010-08-10,1121.06,7696.72,2595.27,1781.13
2010-08-11,1089.47,7515.43,2607.5,1758.19
2010-08-12,1083.61,7457.59,2575.47,1721.75
2010-08-13,1079.25,7490.42,2606.7,1746.24
2010-08-14,,,,1746.24
2010-08-15,,,,1746.24
2010-08-16,1079.38,7466.87,2661.71,1743.31
2010-08-17,1092.54,7453.02,2671.89,1755.03
2010-08-18,1094.16,7526.27,2666.3,1761.99
2010-08-19,1075.63,7604.35,2687.98,1779.64
2010-08-20,1071.69,7477,2642.31,1775.54
2010-08-21,,,,1775.54
2010-08-22,,,,1775.54
2010-08-23,1067.36,7434.11,2639.37,1767.71
2010-08-24,1051.87,7372.24,2650.31,1760.53
2010-08-25,1055.33,7280.59,2596.58,1734.79
2010-08-26,1047.22,7323.73,2603.48,1729.76
2010-08-27,1064.59,7394.58,2610.74,1729.56
2010-08-28,,,,1729.56
2010-08-29,,,,1729.56
2010-08-30,1048.92,7488.12,2652.66,1760.13
2010-08-31,1049.33,7270.63,2638.8,1742.75
2010-09-01,1080.29,7341.72,2622.88,1764.69
2010-09-02,1090.1,7422.16,2655.78,1775.73
2010-09-03,1104.51,7455.88,2655.39,1780.02
2010-09-04,,,,1780.02
2010-09-05,,,,1780.02
2010-09-06,,7583.02,2696.25,1792.42
2010-09-07,1091.84,7552.92,2698.36,1787.74
2010-09-08,1098.87,7432.28,2695.29,1779.22
2010-09-09,1104.18,7481.53,2656.35,1784.36
2010-09-10,1109.55,7547.94,2663.21,1802.58
2010-09-11,,,,1802.58
2010-09-12,,,,1802.58
2010-09-13,1121.9,7580.76,2688.32,1818.86
2010-09-14,1121.1,7555.99,2688.52,1815.25
2010-09-15,1125.07,7679.99,2652.5,1823.88
2010-09-16,1124.66,7639.54,2602.47,1811.85
2010-09-17,1125.59,7704.63,2598.69,1827.35
2010-09-18,,,,1827.35
2010-09-19,,,,1827.35
2010-09-20,1142.71,,2588.71,1832.63
2010-09-21,1139.78,7688,2591.55,1832.63
2010-09-22,1134.28,7660.66,,1832.63
2010-09-23,1124.83,,,1832.63
2010-09-24,1148.67,7586.43,,1846.6
2010-09-25,,,,1846.6
2010-09-26,,,,1846.6
2010-09-27,1142.16,7685.72,2627.97,1860.83
2010-09-28,1147.7,7625.27,2611.35,1855.97
2010-09-29,1144.73,7657.62,2610.68,1866.45
2010-09-30,1141.2,7507.69,2655.66,1872.81
2010-10-01,1146.24,7514.15,,1876.73
2010-10-02,,,,1876.73
2010-10-03,,,,1876.73
2010-10-04,1137.03,7462.64,,1879.29
2010-10-05,1160.75,7549.93,,1878.94
2010-10-06,1159.97,7661.65,,1903.95
2010-10-07,1158.06,7671.88,,1900.85
2010-10-08,1165.15,7607.72,2738.74,1897.07
2010-10-09,,,,1897.07
2010-10-10,,,,1897.07
2010-10-11,1165.32,,2806.94,1889.91
2010-10-12,1169.77,7482.35,2841.41,1868.04
2010-10-13,1178.1,7467.92,2861.36,1876.15
2010-10-14,1173.81,7603.35,2879.64,1899.76
2010-10-15,1176.19,7515.5,2971.16,1902.29
2010-10-16,,,,1902.29
2010-10-17,,,,1902.29
2010-10-18,1184.71,7555.8,2955.23,1875.42
2010-10-19,1165.9,7586.41,3001.85,1857.32
2010-10-20,1178.17,7488.63,3003.95,1870.44
2010-10-21,1180.26,7464.77,2983.53,1874.69
2010-10-22,1183.08,7499.13,2975.04,1897.31
2010-10-23,,,,1897.31
2010-10-24,,,,1897.31
2010-10-25,1185.62,7469.26,3051.42,1915.71
2010-10-26,1185.64,7441,3041.54,1919.41
2010-10-27,1182.45,7442,2997.05,1909.54
2010-10-28,1183.78,7416.75,2992.58,1907.87
2010-10-29,1183.26,7381.03,2978.83,1882.95
2010-10-30,,,,1882.95
2010-10-31,,,,1882.95
2010-11-01,1184.38,7322.9,3054.02,1914.74
2010-11-02,1193.57,7328.19,3045.43,1918.04
2010-11-03,1197.96,,3030.99,1935.97
2010-11-04,1221.06,7447.52,3086.94,1942.5
2010-11-05,1225.85,7610.87,3129.5,1938.96
2010-11-06,,,,1938.96
2010-11-07,,,,1938.96
2010-11-08,1223.25,7671.16,3159.51,1942.41
2010-11-09,1213.4,7653.77,3135,1947.46
2010-11-10,1218.71,7762.46,3115.36,1967.85
2010-11-11,1213.54,7777.36,3147.74,1914.73
2010-11-12,1199.21,7691.41,2985.43,1913.12
2010-11-13,,,,1913.12
2010-11-14,,,,1913.12
2010-11-15,1197.75,7729.95,3014.41,1913.81
2010-11-16,1178.34,7688.72,2894.54,1899.13
2010-11-17,1178.59,7709.12,2838.86,1897.11
2010-11-18,1196.69,7868.09,2865.45,1927.86
2010-11-19,1199.73,7866.8,2888.57,1940.96
2010-11-20,,,,1940.96
2010-11-21,,,,1940.96
2010-11-22,1197.84,7917.16,2884.37,1944.34
2010-11-23,1180.73,,2828.28,1928.94
2010-11-24,1198.35,7839.23,2859.94,1925.98
2010-11-25,,7864.39,2898.26,1927.68
2010-11-26,1189.4,7839.7,2871.7,1901.8
2010-11-27,,,,1901.8
2010-11-28,,,,1901.8
2010-11-29,1187.76,7910.98,2866.36,1895.54
2010-11-30,1180.55,7791.69,2820.18,1904.63
2010-12-01,1206.07,7840.09,2823.45,1929.32
2010-12-02,1221.53,7939.49,2843.61,1950.26
2010-12-03,1224.71,7956.99,2842.43,1957.26
2010-12-04,,,,1957.26
2010-12-05,,,,1957.26
2010-12-06,1223.12,7973.26,2857.18,1953.64
2010-12-07,1223.75,7951.95,2875.86,1962.52
2010-12-08,1228.28,8024.59,2848.55,1955.72
2010-12-09,1233,8051.99,2810.95,1988.96
2010-12-10,1240.4,8018.28,2841.04,1986.14
2010-12-11,,,,1986.14
2010-12-12,,,,1986.14
2010-12-13,1240.46,8088.49,2922.95,1996.59
2010-12-14,1241.59,8123.07,2927.08,2009.05
2010-12-15,1235.23,8126.36,2911.41,2017.48
2010-12-16,1242.87,8135.45,2898.14,2009.24
2010-12-17,1243.91,8120.81,2893.74,2026.3
2010-12-18,,,,2026.3
2010-12-19,,,,2026.3
2010-12-20,1247.08,8085.2,2852.92,2020.28
2010-12-21,1254.6,8162.14,2904.11,2037.09
2010-12-22,1258.84,8158.94,2877.9,2038.11
2010-12-23,1256.77,,2855.22,2037.53
2010-12-24,,8129.04,2835.16,2029.6
2010-12-25,,,,2029.6
2010-12-26,,,,2029.6
2010-12-27,1257.54,8158.38,2781.4,2022.19
2010-12-28,1258.51,8131.7,2732.99,2033.32
2010-12-29,1259.78,8173.39,2751.53,2043.49
2010-12-30,1257.88,8088.09,2759.58,2051
2010-12-31,1257.64,,2808.08,2051
2011-01-01,,,,2051
2011-01-02,,,,2051
2011-01-03,1271.87,,,2070.08
2011-01-04,1270.2,8201.02,2852.65,2085.14
2011-01-05,1276.56,8193.82,2838.59,2082.55
2011-01-06,1273.85,8299.57,2824.2,2077.61
2011-01-07,1271.5,8315.36,2838.8,2086.2
2011-01-08,,,,2086.2
2011-01-09,,,,2086.2
2011-01-10,1269.75,,2791.81,2080.81
2011-01-11,1274.48,8317.36,2804.05,2088.32
2011-01-12,1285.96,8337.34,2821.31,2094.95
2011-01-13,1283.76,8408.04,2827.71,2089.48
2011-01-14,1293.24,8339.28,2791.34,2108.17
2011-01-15,,,,2108.17
2011-01-16,,,,2108.17
2011-01-17,,8323.91,2706.66,2099.85
2011-01-18,1295.02,8349.93,2708.98,2096.48
2011-01-19,1281.92,8396.47,2758.1,2115.69
2011-01-20,1280.26,8314.66,2677.65,2106.66
2011-01-21,1283.35,8183.35,2715.29,2069.92
2011-01-22,,,,2069.92
2011-01-23,,,,2069.92
2011-01-24,1290.84,8237.07,2695.72,2082.16
2011-01-25,1291.18,8337.82,2677.43,2086.67
2011-01-26,1296.63,8277.94,2708.81,2110.46
2011-01-27,1299.54,8344.57,2749.15,2115.01
2011-01-28,1276.34,8263.74,2752.75,2107.87
2011-01-29,,,,2107.87
2011-01-30,,,,2107.87
2011-01-31,1286.12,8180.83,2790.69,2069.73
2011-02-01,1307.59,8214.65,2798.96,2072.03
2011-02-02,1304.03,8346.53,,2072.03
2011-02-03,1307.1,8332.36,,2072.03
2011-02-04,1310.87,8404.65,,2072.03
2011-02-05,,,,2072.03
2011-02-06,,,,2072.03
2011-02-07,1319.05,8437.23,,2081.74
2011-02-08,1324.57,8465.7,,2069.7
2011-02-09,1320.88,8457.44,2774.07,2045.58
2011-02-10,1321.87,8475.15,2818.16,2008.5
2011-02-11,1329.15,,2827.33,1977.19
2011-02-12,,,,1977.19
2011-02-13,,,,1977.19
2011-02-14,1332.32,8575.95,2899.13,2014.59
2011-02-15,1328.01,8612.36,2899.24,2010.52
2011-02-16,1336.32,8648.44,2923.9,1989.11
2011-02-17,1340.43,8719.86,2926.96,1977.22
2011-02-18,1343.01,8717.22,2899.79,2013.14
2011-02-19,,,,2013.14
2011-02-20,,,,2013.14
2011-02-21,,8731.94,2932.25,2005.3
2011-02-22,1315.44,8590.6,2855.52,1969.92
2011-02-23,1307.4,8500.6,2862.63,1961.63
2011-02-24,1306.1,8392.34,2878.6,1949.88
2011-02-25,1319.88,8450.64,2878.57,1963.43
2011-02-26,,,,1963.43
2011-02-27,,,,1963.43
2011-02-28,1327.22,8525.54,2905.05,1939.3
2011-03-01,1306.33,8635.68,2918.92,1939.3
2011-03-02,1308.44,8458.11,2913.81,1928.24
2011-03-03,1330.97,8511.81,2902.98,1970.66
2011-03-04,1321.15,8577.86,2942.31,2004.68
2011-03-05,,,,2004.68
2011-03-06,,,,2004.68
2011-03-07,1310.13,8452.52,2996.21,1980.27
2011-03-08,1321.82,8429.4,2999.94,1996.32
2011-03-09,1320.02,8480.98,3002.15,2001.47
2011-03-10,1295.11,8361.93,2957.14,1981.58
2011-03-11,1304.28,8229.09,2933.8,1955.54
2011-03-12,,,,1955.54
2011-03-13,,,,1955.54
2011-03-14,1296.39,7664.25,2937.63,1971.23
2011-03-15,1281.87,6959.32,2896.26,1923.92
2011-03-16,1256.88,7424.69,2930.8,1957.97
2011-03-17,1273.72,7362.49,2897.3,1959.03
2011-03-18,1279.2,7519.87,2906.89,1981.13
2011-03-19,,,,1981.13
2011-03-20,,,,1981.13
2011-03-21,1298.38,,2909.14,2003.42
2011-03-22,1293.77,7836.17,2919.14,2013.66
2011-03-23,1297.54,7768.23,2948.48,2012.18
2011-03-24,1309.66,7720.86,2946.71,2036.78
2011-03-25,1313.8,7766.46,2977.81,2054.04
2011-03-26,,,,2054.04
2011-03-27,,,,2054.04
2011-03-28,1310.19,7763.77,2984.01,2056.39
2011-03-29,1319.44,7689.26,2958.08,2072.13
2011-03-30,1328.26,7825.22,2955.77,2091.38
2011-03-31,1325.83,7843.15,2928.11,2106.7
2011-04-01,1332.41,7785.34,2967.41,2121.01
2011-04-02,,,,2121.01
2011-04-03,,,,2121.01
2011-04-04,1332.87,7764.09,,2115.87
2011-04-05,1332.63,7664.69,,2130.43
2011-04-06,1335.54,7607.95,3001.36,2126.71
2011-04-07,1333.51,7620.89,3007.91,2122.14
2011-04-08,1328.17,7722.26,3030.02,2127.97
2011-04-09,,,,2127.97
2011-04-10,,,,2127.97
2011-04-11,1324.46,7718.79,3022.75,2122.39
2011-04-12,1314.16,7592.53,3021.37,2089.4
2011-04-13,1314.41,7635.49,3050.4,2121.92
2011-04-14,1314.52,7643.29,3042.64,2141.06
2011-04-15,1319.68,7594.61,3050.53,2140.5
2011-04-16,,,,2140.5
2011-04-17,,,,2140.5
2011-04-18,1305.14,7556.96,3057.33,2137.72
2011-04-19,1312.62,7483.83,2999.04,2122.68
2011-04-20,1330.36,7573.05,3007.04,2169.91
2011-04-21,1337.38,7620.54,3026.67,2198.54
2011-04-22,,7608.12,3010.52,2197.82
2011-04-23,,,,2197.82
2011-04-24,,,,2197.82
2011-04-25,1335.25,7589.86,2964.95,2216
2011-04-26,1347.24,7530.1,2938.98,2206.3
2011-04-27,1355.66,7594.64,2925.41,2206.7
2011-04-28,1360.48,7695.85,2887.04,2208.35
2011-04-29,1363.61,,2911.51,2192.36
2011-04-30,,,,2192.36
2011-05-01,,,,2192.36
2011-05-02,1361.22,7813.34,,2228.96
2011-05-03,1356.62,,2932.19,2200.73
2011-05-04,1347.32,,2866.02,2180.64
2011-05-05,1335.1,,2872.4,2180.64
2011-05-06,1340.2,7730.94,2863.89,2147.45
2011-05-07,,,,2147.45
2011-05-08,,,,2147.45
2011-05-09,1346.29,7699.31,2872.46,2139.17
2011-05-10,1357.16,7720.76,2890.63,2139.17
2011-05-11,1342.08,7732.69,2883.42,2166.63
2011-05-12,1348.65,7643.76,2844.08,2122.65
2011-05-13,1337.77,7571.23,2871.03,2120.08
2011-05-14,,,,2120.08
2011-05-15,,,,2120.08
2011-05-16,1329.47,7482.68,2849.07,2104.18
2011-05-17,1328.98,7475.54,2852.77,2102.41
2011-05-18,1340.68,7553.71,2872.77,2135.78
2011-05-19,1343.6,7507,2859.57,2095.51
2011-05-20,1333.27,7466.06,2858.46,2111.5
2011-05-21,,,,2111.5
2011-05-22,,,,2111.5
2011-05-23,1317.37,7377.64,2774.57,2055.71
2011-05-24,1316.28,7394.65,2767.06,2061.76
2011-05-25,1320.47,7380.46,2741.74,2035.87
2011-05-26,1325.69,7464.51,2736.53,2091.91
2011-05-27,1331.1,7436.83,2709.95,2100.24
2011-05-28,,,,2100.24
2011-05-29,,,,2100.24
2011-05-30,,7425.02,2706.36,2093.79
2011-05-31,1345.2,7563.41,2743.47,2142.47
2011-06-01,1314.55,7563.67,2743.57,2141.34
2011-06-02,1312.94,7445.28,2705.18,2114.2
2011-06-03,1300.16,7367.49,2728.02,2113.47
2011-06-04,,,,2113.47
2011-06-05,,,,2113.47
2011-06-06,1286.17,7290.26,,2113.47
2011-06-07,1284.94,7339.9,2744.3,2099.71
2011-06-08,1279.56,7342.19,2750.29,2083.35
2011-06-09,1289,7328.56,2703.35,2071.42
2011-06-10,1270.98,7368.79,2705.14,2046.67
2011-06-11,,,,2046.67
2011-06-12,,,,2046.67
2011-06-13,1271.83,7317.32,2700.38,2048.74
2011-06-14,1287.87,7414.34,2730.04,2076.83
2011-06-15,1265.42,7432.01,2705.43,2086.53
2011-06-16,1267.64,7317.72,2664.28,2046.63
2011-06-17,1271.5,7263.78,2642.82,2031.93
2011-06-18,,,,2031.93
2011-06-19,,,,2031.93
2011-06-20,1278.36,7273.36,2621.25,2019.65
2011-06-21,1295.52,7362.81,2646.48,2048.17
2011-06-22,1287.14,7475.41,2649.32,2063.9
2011-06-23,1283.5,7442.37,2688.25,2055.86
2011-06-24,1268.45,7507.18,2746.21,2090.81
2011-06-25,,,,2090.81
2011-06-26,,,,2090.81
2011-06-27,1280.1,7437.94,2758.23,2070.29
2011-06-28,1296.67,7483.64,2759.2,2062.91
2011-06-29,1307.41,7609.41,2728.48,2094.42
2011-06-30,1320.64,7650.48,2762.08,2100.69
2011-07-01,1339.67,7686.38,2759.36,2125.74
2011-07-02,,,,2125.74
2011-07-03,,,,2125.74
2011-07-04,,7771.35,2812.82,2145.3
2011-07-05,1337.88,7781.55,2816.35,2161.75
2011-07-06,1339.22,7864.26,2810.48,2171.19
2011-07-07,1353.22,7828.06,2794.27,2180.59
2011-07-08,1343.8,7864.44,2797.77,2180.35
2011-07-09,,,,2180.35
2011-07-10,,,,2180.35
2011-07-11,1319.49,7828.06,2802.69,2157.16
2011-07-12,1313.64,7718.5,2754.58,2109.73
2011-07-13,1317.72,7750.99,2795.48,2129.64
2011-07-14,1308.87,7723.66,2810.44,2130.07
2011-07-15,1316.14,7742.76,2820.17,2145.2
2011-07-16,,,,2145.2
2011-07-17,,,,2145.2
2011-07-18,1305.44,,2816.69,2130.48
2011-07-19,1326.73,7699.11,2796.98,2130.21
2011-07-20,1325.84,7763.61,2794.2,2154.95
2011-07-21,1343.8,7762.39,2765.89,2145.04
2011-07-22,1345.02,7834.09,2770.79,2171.23
2011-07-23,,,,2171.23
2011-07-24,,,,2171.23
2011-07-25,1337.43,7769.13,2688.75,2150.48
2011-07-26,1331.94,7805.49,2703.03,2168.7
2011-07-27,1304.89,7746.01,2723.49,2174.31
2011-07-28,1300.67,7650,2708.78,2155.85
2011-07-29,1292.28,7591.62,2701.73,2133.21
2011-07-30,,,,2133.21
2011-07-31,,,,2133.21
2011-08-01,1286.94,7681.17,2703.78,2172.31
2011-08-02,1254.05,7615.88,2679.26,2121.27
2011-08-03,1260.34,7465.39,2678.48,2066.26
2011-08-04,1200.07,7455.4,2684.04,2018.47
2011-08-05,1199.38,7231.47,2626.42,1943.75
2011-08-06,,,,1943.75
2011-08-07,,,,1943.75
2011-08-08,1119.46,7072.65,2526.82,1869.45
2011-08-09,1172.53,6955.13,2526.07,1801.35
2011-08-10,1120.76,7019.67,2549.18,1806.24
2011-08-11,1172.64,6970.45,2581.51,1817.44
2011-08-12,1178.81,6942.66,2593.17,1793.31
2011-08-13,,,,1793.31
2011-08-14,,,,1793.31
2011-08-15,1204.49,7025.81,2626.77,1793.31
2011-08-16,1192.76,7045.02,2608.17,1879.87
2011-08-17,1193.89,7018.34,2601.26,1892.67
2011-08-18,1140.65,6941.5,2559.47,1860.58
2011-08-19,1123.53,6801.17,2534.36,1744.88
2011-08-20,,,,1744.88
2011-08-21,,,,1744.88
2011-08-22,1123.82,6727.47,2515.86,1710.7
2011-08-23,1162.35,6784.67,2554.02,1776.68
2011-08-24,1177.6,6719.82,2541.09,1754.78
2011-08-25,1159.27,6800.47,2615.26,1764.58
2011-08-26,1176.8,6840.6,2612.19,1778.95
2011-08-27,,,,1778.95
2011-08-28,,,,1778.95
2011-08-29,1210.08,6868.37,2576.41,1829.5
2011-08-30,1212.92,6935.55,2566.59,1843.82
2011-08-31,1218.89,6980.59,2567.34,1880.11
2011-09-01,1204.42,7050.71,2556.04,1880.7
2011-09-02,1173.97,6981.94,2528.28,1867.75
2011-09-03,,,,1867.75
2011-09-04,,,,1867.75
2011-09-05,,6867.67,2478.74,1785.83
2011-09-06,1165.24,6741.5,2470.52,1766.71
2011-09-07,1198.62,6850.53,2516.09,1833.46
2011-09-08,1185.9,6897.03,2498.94,1846.64
2011-09-09,1154.23,6884.61,2497.75,1812.93
2011-09-10,,,,1812.93
2011-09-11,,,,1812.93
2011-09-12,1162.27,6765.04,,1812.93
2011-09-13,1172.87,6836.38,2471.3,1812.93
2011-09-14,1188.68,6767.93,2484.83,1749.16
2011-09-15,1209.11,6853.37,2479.05,1774.08
2011-09-16,1216.01,6985.95,2482.34,1840.1
2011-09-17,,,,1840.1
2011-09-18,,,,1840.1
2011-09-19,1204.09,,2437.79,1820.94
2011-09-20,1202.09,6884.85,2447.76,1837.97
2011-09-21,1166.76,6915.44,2512.96,1854.28
2011-09-22,1129.56,6802.01,2443.06,1800.55
2011-09-23,1136.43,,2433.16,1697.44
2011-09-24,,,,1697.44
2011-09-25,,,,1697.44
2011-09-26,1162.95,6659.8,2393.18,1652.71
2011-09-27,1175.38,6829.46,2415.05,1735.71
2011-09-28,1151.06,6854.12,2392.06,1723.09
2011-09-29,1160.4,6917.7,2365.34,1769.29
2011-09-30,1131.42,6910.06,2359.22,1769.65
2011-10-01,,,,1769.65
2011-10-02,,,,1769.65
2011-10-03,1099.23,6796.62,,1769.65
2011-10-04,1123.95,6707.82,,1706.19
2011-10-05,1144.03,6633.07,,1666.52
2011-10-06,1164.97,6722.89,,1710.32
2011-10-07,1155.46,6765.97,,1759.77
2011-10-08,,,,1759.77
2011-10-09,,,,1759.77
2011-10-10,1194.89,,2344.79,1766.44
2011-10-11,1195.54,6875.51,2348.52,1795.02
2011-10-12,1207.25,6862.82,2420,1809.5
2011-10-13,1203.66,6902.31,2438.79,1823.1
2011-10-14,1224.58,6826.22,2431.37,1835.4
2011-10-15,,,,1835.4
2011-10-16,,,,1835.4
2011-10-17,1200.86,6944.78,2440.4,1865.18
2011-10-18,1225.38,6847.51,2383.49,1838.9
2011-10-19,1209.88,6854.37,2377.51,1855.92
2011-10-20,1215.39,6804.35,2331.37,1805.09
2011-10-21,1238.25,6787.85,2317.28,1838.38
2011-10-22,,,,1838.38
2011-10-23,,,,1838.38
2011-10-24,1254.19,6888.25,2370.33,1898.32
2011-10-25,1229.05,6816.09,2409.67,1888.65
2011-10-26,1242,6801.04,2427.48,1894.31
2011-10-27,1284.59,6935.99,2435.61,1922.04
2011-10-28,1285.09,7017.67,2473.41,1929.48
2011-10-29,,,,1929.48
2011-10-30,,,,1929.48
2011-10-31,1253.3,6955.82,2468.25,1909.03
2011-11-01,1218.28,6871.33,2470.02,1909.63
2011-11-02,1237.9,6732.27,2504.11,1898.01
2011-11-03,1261.15,,2508.09,1869.96
2011-11-04,1253.23,6867.42,2528.29,1928.41
2011-11-05,,,,1928.41
2011-11-06,,,,1928.41
2011-11-07,1261.12,6855.84,2509.8,1919.1
2011-11-08,1275.92,6765.99,2503.84,1903.14
2011-11-09,1229.1,6867.41,2524.92,1907.53
2011-11-10,1239.69,6697.69,2479.54,1813.25
2011-11-11,1263.85,6692.03,2481.08,1863.45
2011-11-12,,,,1863.45
2011-11-13,,,,1863.45
2011-11-14,1251.78,6747.77,2528.71,1902.81
2011-11-15,1257.81,6699.18,2529.76,1886.12
2011-11-16,1236.91,6641.25,2466.96,1856.07
2011-11-17,1216.13,6664.46,2463.05,1876.67
2011-11-18,1215.65,6592.65,2416.56,1839.17
2011-11-19,,,,1839.17
2011-11-20,,,,1839.17
2011-11-21,1192.98,6574.23,2415.13,1820.03
2011-11-22,1188.04,6570.3,2412.63,1826.28
2011-11-23,1161.79,,2395.06,1783.1
2011-11-24,,6458.77,2397.55,1795.06
2011-11-25,1158.67,6458.01,2380.22,1776.4
2011-11-26,,,,1776.4
2011-11-27,,,,1776.4
2011-11-28,1192.55,6529.08,2383.03,1815.28
2011-11-29,1195.19,6653.3,2412.39,1856.52
2011-11-30,1246.96,6648.67,2333.41,1847.51
2011-12-01,1244.58,6749.69,2386.86,1916.18
2011-12-02,1244.28,6793.08,2360.66,1916.04
2011-12-03,,,,1916.04
2011-12-04,,,,1916.04
2011-12-05,1257.08,6823.5,2333.23,1922.9
2011-12-06,1258.47,6733.98,2325.9,1902.82
2011-12-07,1261.01,6830.24,2332.73,1919.42
2011-12-08,1234.35,6788.74,2329.82,1912.39
2011-12-09,1255.19,6722.96,2315.27,1874.75
2011-12-10,,,,1874.75
2011-12-11,,,,1874.75
2011-12-12,1236.47,6797.97,2291.54,1899.76
2011-12-13,1225.73,6749.09,2248.59,1864.06
2011-12-14,1211.82,6722.57,2228.53,1857.75
2011-12-15,1215.75,6618.58,2180.9,1819.11
2011-12-16,1219.66,6614.24,2224.84,1839.96
2011-12-17,,,,1839.96
2011-12-18,,,,1839.96
2011-12-19,1205.35,6552.18,2218.24,1776.93
2011-12-20,1241.3,6569.57,2215.93,1793.06
2011-12-21,1243.72,6636.38,2191.15,1848.41
2011-12-22,1254,6616.47,2186.3,1847.49
2011-12-23,1265.33,,2204.78,1867.22
2011-12-24,,,,1867.22
2011-12-25,,,,1867.22
2011-12-26,,6650.5,2190.11,1856.7
2011-12-27,1265.43,6628.24,2166.21,1842.02
