DATE,S&P500,JPX400,SSEC,KOSPI
2008-08-23,,,,1496.91
2008-08-24,,,,1496.91
2008-08-25,1266.84,10841.53,2413.37,1502.11
2008-08-26,1271.51,10747.83,2350.08,1490.25
2008-08-27,1281.66,10706.82,2342.15,1493.92
2008-08-28,1300.68,10672.04,2350.14,1474.15
2008-08-29,1282.83,10977.67,2397.37,1474.24
2008-08-30,,,,1474.24
2008-08-31,,,,1474.24
2008-09-01,,10763.42,2325.14,1414.43
2008-09-02,1277.58,10613.14,2304.89,1407.14
2008-09-03,1274.98,10660.65,2276.67,1426.89
2008-09-04,1236.83,10486.82,2277.41,1426.43
2008-09-05,1242.31,10218.59,2202.45,1404.38
2008-09-06,,,,1404.38
2008-09-07,,,,1404.38
2008-09-08,1267.79,10595.96,2143.42,1476.65
2008-09-09,1224.51,10360.83,2145.78,1454.5
2008-09-10,1232.04,10359.28,2150.76,1464.98
2008-09-11,1249.05,10107.56,2078.98,1443.24
2008-09-12,1251.7,10233.19,2079.67,1477.92
2008-09-13,,,,1477.92
2008-09-14,,,,1477.92
2008-09-15,1192.7,,,1477.92
2008-09-16,1213.59,9683.85,1986.64,1387.75
2008-09-17,1156.39,9723.41,1929.05,1425.26
2008-09-18,1206.51,9481.66,1895.84,1392.42
2008-09-19,1255.08,9943.46,2075.09,1455.78
2008-09-20,,,,1455.78
2008-09-21,,,,1455.78
2008-09-22,1207.09,10138.4,2236.41,1460.34
2008-09-23,1188.22,,2201.51,1481.37
2008-09-24,1185.87,10128.27,2216.81,1495.98
2008-09-25,1209.18,10001.66,2297.5,1501.63
2008-09-26,1213.01,9946.45,2293.78,1476.33
2008-09-27,,,,1476.33
2008-09-28,,,,1476.33
2008-09-29,1106.39,9758.19,,1456.36
2008-09-30,1166.36,9394.57,,1448.06
2008-10-01,1161.06,9517.52,,1439.67
2008-10-02,1114.28,9316.41,,1419.65
2008-10-03,1099.23,9060.7,,1419.65
2008-10-04,,,,1419.65
2008-10-05,,,,1419.65
2008-10-06,1056.89,8661.31,2173.74,1358.75
2008-10-07,996.23,8482.35,2157.84,1366.1
2008-10-08,984.94,7800.45,2092.22,1286.69
2008-10-09,909.92,7834.04,2074.58,1294.89
2008-10-10,899.22,7255.17,2000.57,1241.47
2008-10-11,,,,1241.47
2008-10-12,,,,1241.47
2008-10-13,1003.35,,2073.57,1288.53
2008-10-14,998.01,8265.75,2017.32,1367.69
2008-10-15,907.84,8264.86,1994.67,1340.28
2008-10-16,946.43,7453.02,1909.94,1213.78
2008-10-17,940.55,7702.42,1930.65,1180.67
2008-10-18,,,,1180.67
2008-10-19,,,,1180.67
2008-10-20,985.4,8000.15,1974.01,1207.63
2008-10-21,955.05,8261.52,1958.53,1196.1
2008-10-22,896.78,7664.74,1895.82,1134.59
2008-10-23,908.11,7531.47,1875.56,1049.71
2008-10-24,876.77,6954.8,1839.62,938.75
2008-10-25,,,,938.75
2008-10-26,,,,938.75
2008-10-27,848.92,6465.56,1723.35,946.45
2008-10-28,940.51,6789.61,1771.82,999.16
2008-10-29,930.09,7176.64,1719.81,968.97
2008-10-30,954.09,7795.7,1763.61,1084.72
2008-10-31,968.75,7486.57,1728.79,1113.06
2008-11-01,,,,1113.06
2008-11-02,,,,1113.06
2008-11-03,966.3,,1719.77,1129.08
2008-11-04,1005.75,7878.27,1706.7,1153.35
2008-11-05,952.77,8343.74,1760.61,1181.5
2008-11-06,904.88,7842.1,1717.72,1092.22
2008-11-07,930.99,7589.41,1747.71,1134.49
2008-11-08,,,,1134.49
2008-11-09,,,,1134.49
2008-11-10,919.21,7946.94,1874.8,1152.46
2008-11-11,898.95,7712.98,1843.61,1128.73
2008-11-12,852.3,7585.74,1859.11,1123.86
2008-11-13,911.29,7243.02,1927.61,1088.44
2008-11-14,873.29,7330.72,1986.44,1088.26
2008-11-15,,,,1088.26
2008-11-16,,,,1088.26
2008-11-17,850.75,7365.33,2030.48,1078.32
2008-11-18,859.12,7222.7,1902.43,1036.16
2008-11-19,806.58,7150.6,2017.47,1016.82
2008-11-20,752.44,6736.7,1983.76,948.69
2008-11-21,800.03,6909.2,1969.39,1003.73
2008-11-22,,,,1003.73
2008-11-23,,,,1003.73
2008-11-24,851.81,,1897.06,970.14
2008-11-25,857.39,7174.1,1888.71,983.32
2008-11-26,887.68,7062.05,1897.88,1029.78
2008-11-27,,7175.85,1917.86,1063.48
2008-11-28,896.24,7226.88,1871.16,1076.07
2008-11-29,,,,1076.07
2008-11-30,,,,1076.07
2008-12-01,816.21,7171.57,1894.62,1058.62
2008-12-02,848.81,6812.64,1889.64,1023.2
2008-12-03,870.74,6917.97,1965.41,1022.67
2008-12-04,845.22,6827.03,2001.5,1006.54
2008-12-05,876.07,6809.96,2018.66,1028.13
2008-12-06,,,,1028.13
2008-12-07,,,,1028.13
2008-12-08,909.7,7049.18,2090.77,1105.05
2008-12-09,888.67,7104.89,2037.74,1105.84
2008-12-10,899.24,7250.13,2079.12,1145.87
2008-12-11,873.59,7365.61,2031.68,1154.43
2008-12-12,879.73,7045.37,1954.21,1103.82
2008-12-13,,,,1103.82
2008-12-14,,,,1103.82
2008-12-15,868.57,7322.23,1964.37,1158.19
2008-12-16,913.18,7160.46,1975.01,1161.56
2008-12-17,904.42,7254.88,1976.82,1169.75
2008-12-18,885.28,7256.8,2015.69,1175.91
2008-12-19,887.88,7226.29,2018.46,1180.97
2008-12-20,,,,1180.97
2008-12-21,,,,1180.97
2008-12-22,871.63,7356.02,1987.76,1179.61
2008-12-23,863.16,,1897.22,1144.31
2008-12-24,868.15,7178.68,1863.8,1128.51
2008-12-25,,7254.49,1852.42,1128.51
2008-12-26,872.8,7344.96,1851.52,1117.86
2008-12-27,,,,1117.86
2008-12-28,,,,1117.86
2008-12-29,869.42,7411.31,1850.48,1117.59
2008-12-30,890.64,7453.41,1832.91,1124.47
2008-12-31,903.25,,1820.81,1124.47
2009-01-01,,,,1124.47
2009-01-02,931.8,,,1157.4
2009-01-03,,,,1157.4
2009-01-04,,,,1157.4
2009-01-05,927.45,7611.01,1880.72,1173.57
2009-01-06,934.7,7608.92,1937.14,1194.28
2009-01-07,906.65,7713.58,1924.01,1228.17
2009-01-08,909.73,7464.67,1878.18,1205.7
2009-01-09,890.35,7416.99,1904.86,1180.96
2009-01-10,,,,1180.96
2009-01-11,,,,1180.96
2009-01-12,870.26,,1900.35,1156.75
2009-01-13,871.79,7061,1863.37,1167.71
2009-01-14,842.62,7103.47,1928.87,1182.68
2009-01-15,843.74,6876.23,1920.21,1111.34
2009-01-16,850.12,7063.94,1954.44,1135.2
2009-01-17,,,,1135.2
2009-01-18,,,,1135.2
2009-01-19,,7062.86,1986.67,1150.65
2009-01-20,805.22,6942.49,1994.11,1126.81
2009-01-21,840.24,6785.24,1985.02,1103.61
2009-01-22,827.5,6878.36,2004.95,1116.23
2009-01-23,831.95,6676.4,1990.66,1093.4
2009-01-24,,,,1093.4
2009-01-25,,,,1093.4
2009-01-26,836.57,6637.83,,1093.4
2009-01-27,845.71,6959.5,,1093.4
2009-01-28,874.09,6945.31,,1157.98
2009-01-29,845.14,7063.56,,1166.56
2009-01-30,825.88,6846.94,,1162.11
2009-01-31,,,,1162.11
2009-02-01,,,,1162.11
2009-02-02,825.44,6713.83,2011.68,1146.95
2009-02-03,838.51,6683.15,2060.81,1163.2
2009-02-04,832.23,6852.46,2107.75,1195.37
2009-02-05,845.85,6800.24,2098.02,1177.88
2009-02-06,868.6,6836.98,2181.24,1210.26
2009-02-07,,,,1210.26
2009-02-08,,,,1210.26
2009-02-09,869.89,6730.46,2224.71,1202.69
2009-02-10,827.16,6714.99,2265.16,1198.87
2009-02-11,833.74,,2260.82,1190.18
2009-02-12,835.19,6558.19,2248.09,1179.84
2009-02-13,826.84,6589.06,2320.79,1192.44
2009-02-14,,,,1192.44
2009-02-15,,,,1192.44
2009-02-16,,6638.49,2389.39,1175.47
2009-02-17,789.17,6517.76,2319.44,1127.19
2009-02-18,788.42,6451.07,2209.86,1113.19
2009-02-19,778.94,6470.9,2227.12,1107.1
2009-02-20,770.05,6369.42,2261.48,1065.95
2009-02-21,,,,1065.95
2009-02-22,,,,1065.95
2009-02-23,743.33,6333.86,2305.78,1099.55
2009-02-24,773.14,6278.84,2200.65,1063.88
2009-02-25,764.9,6413.79,2206.57,1067.08
2009-02-26,752.83,6389.61,2121.25,1054.79
2009-02-27,735.09,6518.17,2082.85,1063.03
2009-02-28,,,,1063.03
2009-03-01,,,,1063.03
2009-03-02,700.82,6321.52,2093.45,1018.81
2009-03-03,696.33,6250.06,2071.43,1025.57
2009-03-04,712.87,6292.84,2198.11,1059.26
2009-03-05,682.55,6380.28,2221.08,1058.18
2009-03-06,683.38,6203.83,2193.01,1055.03
2009-03-07,,,,1055.03
2009-03-08,,,,1055.03
2009-03-09,676.53,6107.86,2118.75,1071.73
2009-03-10,719.6,6044.89,2158.57,1092.2
2009-03-11,721.36,6213.49,2139.03,1127.51
2009-03-12,750.74,6014.22,2133.88,1128.39
2009-03-13,756.55,6226.98,2128.85,1126.03
2009-03-14,,,,1126.03
2009-03-15,,,,1126.03
2009-03-16,753.89,6373.06,2153.29,1125.46
2009-03-17,778.12,6545.95,2218.33,1163.88
2009-03-18,794.35,6593.57,2223.72,1169.95
2009-03-19,784.04,6588.89,2265.76,1161.81
2009-03-20,768.54,,2281.09,1170.94
2009-03-21,,,,1170.94
2009-03-22,,,,1170.94
2009-03-23,822.92,6830.07,2325.48,1199.5
2009-03-24,806.12,7013.12,2338.42,1221.7
2009-03-25,813.88,7058.86,2291.55,1229.02
2009-03-26,832.86,7127.45,2361.7,1243.8
2009-03-27,815.94,7107.64,2374.44,1237.51
2009-03-28,,,,1237.51
2009-03-29,,,,1237.51
2009-03-30,787.53,6800.37,2358.04,1197.46
2009-03-31,797.87,6658.09,2373.21,1206.26
2009-04-01,811.08,6833.6,2408.02,1233.36
2009-04-02,834.38,7124.58,2425.29,1276.97
2009-04-03,842.5,7165.93,2419.78,1283.75
2009-04-04,,,,1283.75
2009-04-05,,,,1283.75
2009-04-06,835.48,7172.13,,1297.85
2009-04-07,815.55,7183.15,2439.18,1300.1
2009-04-08,825.16,7033.06,2347.39,1262.07
2009-04-09,856.56,7267.94,2379.88,1316.35
2009-04-10,,7319.96,2444.23,1336.04
2009-04-11,,,,1336.04
2009-04-12,,,,1336.04
2009-04-13,858.73,7340.77,2513.7,1338.26
2009-04-14,841.5,7292.71,2527.18,1342.63
2009-04-15,852.06,7208.57,2536.06,1333.09
2009-04-16,865.3,7189.96,2534.13,1336.72
2009-04-17,869.6,7321.8,2503.93,1329
2009-04-18,,,,1329
2009-04-19,,,,1329
2009-04-20,832.39,7345.98,2557.46,1336.39
2009-04-21,850.08,7192.84,2535.83,1336.81
2009-04-22,843.55,7192.23,2461.35,1356.02
2009-04-23,851.92,7266.39,2463.95,1368.8
2009-04-24,866.23,7179.5,2448.59,1354.1
2009-04-25,,,,1354.1
2009-04-26,,,,1354.1
2009-04-27,857.51,7207.02,2405.35,1339.83
2009-04-28,855.16,7016.04,2401.44,1300.24
2009-04-29,873.64,,2468.19,1338.42
2009-04-30,872.81,7237.96,2477.57,1369.36
2009-05-01,877.52,7332.93,,1369.36
2009-05-02,,,,1369.36
2009-05-03,,,,1369.36
2009-05-04,907.24,,2559.91,1397.92
2009-05-05,903.8,,2567.34,1397.92
2009-05-06,919.53,,2592.52,1393.45
2009-05-07,907.39,7669.64,2597.45,1401.08
2009-05-08,929.23,7750.77,2625.64,1412.13
2009-05-09,,,,1412.13
2009-05-10,,,,1412.13
2009-05-11,909.24,7805.95,2579.75,1415.16
2009-05-12,908.35,7671.54,2618.17,1403.51
2009-05-13,883.92,7717.51,2663.77,1414.52
2009-05-14,893.07,7493.69,2639.89,1380.95
2009-05-15,882.88,7658.12,2645.26,1391.73
2009-05-16,,,,1391.73
2009-05-17,,,,1391.73
2009-05-18,909.71,7456.67,2652.78,1386.68
2009-05-19,908.13,7640.39,2676.68,1428.21
2009-05-20,903.47,7700.67,2651.41,1435.7
2009-05-21,888.33,7655.13,2610.62,1421.65
2009-05-22,887,7605.75,2597.6,1403.75
2009-05-23,,,,1403.75
2009-05-24,,,,1403.75
2009-05-25,,7669.85,2610.01,1400.9
2009-05-26,910.33,7670.09,2588.57,1372.04
2009-05-27,893.06,7754.65,2632.93,1362.02
2009-05-28,906.83,7767.53,,1392.17
2009-05-29,919.14,7806.18,,1395.89
2009-05-30,,,,1395.89
2009-05-31,,,,1395.89
2009-06-01,942.87,7937.02,2721.28,1415.1
2009-06-02,944.74,7938.51,2724.3,1412.85
2009-06-03,931.76,7950.77,2778.59,1414.89
2009-06-04,942.46,7903.22,2767.24,1378.14
2009-06-05,940.09,7953.78,2753.89,1394.71
2009-06-06,,,,1394.71
2009-06-07,,,,1394.71
2009-06-08,939.14,8036.43,2768.34,1393.3
2009-06-09,942.43,7960.3,2787.89,1371.84
2009-06-10,939.15,8130.12,2816.25,1414.88
2009-06-11,944.89,8162.79,2797.32,1419.39
2009-06-12,946.21,8258.54,2743.76,1428.59
2009-06-13,,,,1428.59
2009-06-14,,,,1428.59
2009-06-15,923.72,8219.5,2789.55,1412.42
2009-06-16,911.97,7941.07,2776.02,1399.15
2009-06-17,910.71,8003.17,2810.12,1391.17
2009-06-18,918.37,7893.43,2853.9,1375.76
2009-06-19,921.23,7972.45,2880.49,1383.34
2009-06-20,,,,1383.34
2009-06-21,,,,1383.34
2009-06-22,893.04,7994.73,2896.3,1399.71
2009-06-23,895.1,7803.86,2892.7,1360.54
2009-06-24,900.94,7815.62,2922.3,1363.79
2009-06-25,920.26,7965.58,2925.05,1392.73
2009-06-26,918.9,8035.17,2928.21,1394.53
2009-06-27,,,,1394.53
2009-06-28,,,,1394.53
2009-06-29,927.23,7934.99,2975.31,1388.45
2009-06-30,919.32,8068.02,2959.36,1390.07
2009-07-01,923.33,8055.05,3008.15,1411.66
2009-07-02,896.42,8017.61,3060.25,1411.48
2009-07-03,,7984.91,3088.37,1420.04
2009-07-04,,,,1420.04
2009-07-05,,,,1420.04
2009-07-06,898.72,7908.86,3124.67,1428.94
2009-07-07,881.03,7879.15,3089.45,1434.2
2009-07-08,879.56,7698.03,3080.77,1431.02
2009-07-09,882.68,7583.08,3123.03,1430.89
2009-07-10,879.13,7566.52,3113.93,1428.62
2009-07-11,,,,1428.62
2009-07-12,,,,1428.62
2009-07-13,901.05,7399.01,3080.56,1378.12
2009-07-14,905.84,7535.52,3145.16,1385.56
2009-07-15,932.68,7516.42,3188.55,1420.86
2009-07-16,940.74,7577.45,3183.74,1432.22
2009-07-17,940.38,7638.46,3189.74,1440.1
2009-07-18,,,,1440.1
2009-07-19,,,,1440.1
2009-07-20,951.13,,3266.92,1478.51
2009-07-21,954.58,7840.7,3213.21,1488.99
2009-07-22,954.07,7886.49,3296.61,1494.04
2009-07-23,976.29,7903.24,3328.49,1496.49
2009-07-24,979.26,8006.16,3372.6,1502.59
2009-07-25,,,,1502.59
2009-07-26,,,,1502.59
2009-07-27,982.18,8075.05,3435.21,1524.05
2009-07-28,979.62,8097.6,3438.37,1526.03
2009-07-29,975.15,8100.62,3266.43,1524.32
2009-07-30,986.75,8155.36,3321.56,1534.74
2009-07-31,987.48,8275.85,3412.06,1557.29
2009-08-01,,,,1557.29
2009-08-02,,,,1557.29
2009-08-03,1002.63,8323.04,3462.59,1564.98
2009-08-04,1005.65,8342.92,3471.44,1566.37
2009-08-05,1002.72,8253.68,3428.5,1559.47
2009-08-06,997.08,8324.76,3356.33,1565.04
2009-08-07,1010.48,8324.19,3260.69,1576
2009-08-08,,,,1576
2009-08-09,,,,1576
2009-08-10,1007.1,8434.56,3249.76,1576.11
2009-08-11,994.35,8468.25,3264.73,1579.21
2009-08-12,1005.81,8351.75,3112.72,1565.35
2009-08-13,1012.73,8430.07,3140.56,1564.64
2009-08-14,1004.09,8475.91,3046.97,1591.41
2009-08-15,,,,1591.41
2009-08-16,,,,1591.41
2009-08-17,979.73,8258.96,2870.63,1547.06
2009-08-18,989.67,8257.23,2910.88,1550.24
2009-08-19,996.46,8194.95,2785.58,1545.96
2009-08-20,1007.37,8330.42,2911.58,1576.39
2009-08-21,1026.13,8232.6,2960.77,1580.98
2009-08-22,,,,1580.98
2009-08-23,,,,1580.98
2009-08-24,1025.57,8436.46,2993.43,1612.22
2009-08-25,1028,8396.18,2915.8,1601.38
2009-08-26,1028.12,8487.48,2967.59,1614.12
2009-08-27,1030.98,8380.29,2946.39,1599.33
2009-08-28,1028.93,8424.96,2860.69,1607.94
2009-08-29,,,,1607.94
2009-08-30,,,,1607.94
2009-08-31,1020.62,8400.98,2667.74,1591.85
2009-09-01,998.04,8421.7,2683.72,1623.06
2009-09-02,994.75,8263.71,2714.97,1613.16
2009-09-03,1003.24,8224.61,2845.02,1613.53
2009-09-04,1016.4,8172.06,2861.61,1608.9
2009-09-05,,,,1608.9
2009-09-06,,,,1608.9
2009-09-07,,8265.09,2881.12,1608.57
2009-09-08,1025.39,8283.94,2930.47,1619.69
2009-09-09,1033.37,8240.11,2946.26,1607.77
2009-09-10,1044.14,8398.63,2924.88,1644.68
2009-09-11,1042.73,8330.65,2989.79,1651.7
2009-09-12,,,,1651.7
2009-09-13,,,,1651.7
2009-09-14,1049.34,8194.55,3026.74,1634.91
2009-09-15,1052.63,8186.94,3033.73,1653.4
2009-09-16,1068.76,8194.05,2999.71,1683.33
2009-09-17,1065.49,8283.14,3060.26,1695.47
2009-09-18,1068.3,8280.3,2962.67,1699.71
2009-09-19,,,,1699.71
2009-09-20,,,,1699.71
2009-09-21,1064.66,,2967.01,1695.5
2009-09-22,1071.66,,2897.55,1718.88
2009-09-23,1060.87,,2842.72,1711.47
2009-09-24,1050.78,8389.99,2853.55,1693.88
2009-09-25,1044.38,8156.97,2838.84,1691.48
2009-09-26,,,,1691.48
2009-09-27,,,,1691.48
2009-09-28,1062.98,7985.6,2763.53,1675.55
2009-09-29,1060.61,7995.73,2754.54,1690.05
2009-09-30,1057.08,8049.92,2779.43,1673.14
2009-10-01,1029.85,7942.16,,1644.63
2009-10-02,1025.21,7752.36,,1644.63
2009-10-03,,,,1644.63
2009-10-04,,,,1644.63
2009-10-05,1040.46,7667.73,,1606.9
2009-10-06,1054.72,7696.53,,1598.44
2009-10-07,1057.58,7802.04,,1598
2009-10-08,1065.48,7819.3,,1615.46
2009-10-09,1071.49,7916.6,2911.72,1646.79
2009-10-10,,,,1646.79
2009-10-11,,,,1646.79
2009-10-12,1076.19,,2894.48,1639.81
2009-10-13,1073.19,7939.84,2936.19,1628.93
2009-10-14,1092.02,7897.11,2970.53,1649.09
2009-10-15,1096.56,7998.38,2979.79,1658.99
2009-10-16,1087.68,7984.49,2976.63,1640.36
2009-10-17,,,,1640.36
2009-10-18,,,,1640.36
2009-10-19,1097.91,8010.92,3038.27,1649.07
2009-10-20,1091.06,8079.57,3084.45,1659.15
2009-10-21,1081.4,8075.65,3070.59,1653.86
2009-10-22,1092.91,8028.67,3051.41,1630.33
2009-10-23,1079.6,7978.91,3107.85,1640.17
2009-10-24,,,,1640.17
2009-10-25,,,,1640.17
2009-10-26,1066.95,8051.12,3109.57,1657.11
2009-10-27,1063.41,7909.85,3021.46,1649.53
2009-10-28,1042.63,7842.35,3031.33,1609.71
2009-10-29,1066.11,7767.45,2960.47,1585.85
2009-10-30,1036.19,7881.66,2995.85,1580.69
2009-10-31,,,,1580.69
2009-11-01,,,,1580.69
2009-11-02,1042.88,7743.48,3076.65,1559.09
2009-11-03,1045.41,,3114.23,1549.92
2009-11-04,1046.5,7758.57,3128.54,1579.93
2009-11-05,1066.63,7704.11,3155.05,1552.24
2009-11-06,1069.3,7707.9,3164.04,1572.46
2009-11-07,,,,1572.46
2009-11-08,,,,1572.46
2009-11-09,1093.08,7681.19,3175.59,1576.79
2009-11-10,1093.01,7693.95,3178.61,1582.3
2009-11-11,1098.51,7691.8,3175.19,1594.82
2009-11-12,1087.24,7653.53,3172.95,1572.73
2009-11-13,1093.48,7648.16,3187.65,1571.99
2009-11-14,,,,1571.99
2009-11-15,,,,1571.99
2009-11-16,1109.3,7625.02,3275.05,1592.47
2009-11-17,1110.32,7607.65,3282.89,1585.98
2009-11-18,1109.8,7546.2,3303.23,1603.97
2009-11-19,1094.9,7445.8,3320.61,1620.54
2009-11-20,1091.38,7445.86,3308.35,1620.6
2009-11-21,,,,1620.6
2009-11-22,,,,1620.6
2009-11-23,1106.24,,3338.66,1619.05
2009-11-24,1105.65,7382,3223.53,1606.42
2009-11-25,1110.63,7431.31,3290.16,1611.88
2009-11-26,,7397.54,3170.98,1599.52
2009-11-27,1091.49,7225.68,3096.26,1524.5
2009-11-28,,,,1524.5
2009-11-29,,,,1524.5
2009-11-30,1095.63,7467.05,3195.3,1555.6
2009-12-01,1108.86,7613.18,3235.36,1569.72
2009-12-02,1109.24,7629.7,3269.75,1591.63
2009-12-03,1099.92,7894.36,3264.63,1615
2009-12-04,1105.98,7913.89,3317.04,1624.76
2009-12-05,,,,1624.76
2009-12-06,,,,1624.76
2009-12-07,1103.25,8007.63,3331.9,1632.65
2009-12-08,1091.94,7996.72,3296.66,1627.78
2009-12-09,1095.95,7904.61,3239.57,1634.17
2009-12-10,1102.35,7805.46,3254.26,1652.73
2009-12-11,1106.41,7946.15,3247.32,1656.9
2009-12-12,,,,1656.9
2009-12-13,,,,1656.9
2009-12-14,1114.11,7922.02,3302.9,1664.77
2009-12-15,1107.93,7910.21,3274.46,1665.85
2009-12-16,1109.18,8010.51,3255.21,1664.24
2009-12-17,1096.08,7992.27,3179.08,1647.84
2009-12-18,1102.47,7964.22,3113.89,1647.04
2009-12-19,,,,1647.04
2009-12-20,,,,1647.04
2009-12-21,1114.05,7941.46,3122.97,1644.23
2009-12-22,1118.02,8047.86,3050.52,1655.54
2009-12-23,1120.59,,3073.78,1661.35
2009-12-24,1126.48,8157.57,3153.41,1682.34
2009-12-25,,8122.94,3141.35,1682.34
2009-12-26,,,,1682.34
2009-12-27,,,,1682.34
2009-12-28,1127.78,8179.75,3188.78,1685.59
2009-12-29,1126.2,8198.31,3211.76,1672.48
2009-12-30,1126.42,8119.74,3262.6,1682.77
2009-12-31,1115.1,,3277.14,1682.77
2010-01-01,,,,1682.77
2010-01-02,,,,1682.77
2010-01-03,,,,1682.77
2010-01-04,1132.99,8200.48,3243.76,1696.14
2010-01-05,1136.52,8244.78,3282.18,1690.62
2010-01-06,1137.14,8333.6,3254.22,1705.32
2010-01-07,1141.69,8331.83,3192.78,1683.45
2010-01-08,1144.98,8410.26,3196,1695.26
2010-01-09,,,,1695.26
2010-01-10,,,,1695.26
2010-01-11,1146.98,,3212.75,1694.12
2010-01-12,1136.22,8525.01,3273.97,1698.64
2010-01-13,1145.68,8437.05,3172.66,1671.41
2010-01-14,1148.46,8570.05,3215.55,1685.77
2010-01-15,1136.03,8625.97,3224.15,1701.8
2010-01-16,,,,1701.8
2010-01-17,,,,1701.8
2010-01-18,,8548.85,3237.1,1711.78
2010-01-19,1150.23,8480.51,3246.87,1710.22
2010-01-20,1138.04,8439.33,3151.85,1714.38
2010-01-21,1116.48,8535.54,3158.86,1722.01
2010-01-22,1091.76,8395.46,3128.59,1684.35
2010-01-23,,,,1684.35
2010-01-24,,,,1684.35
2010-01-25,1096.78,8343.97,3094.41,1670.2
2010-01-26,1092.17,8187.56,3019.39,1637.34
2010-01-27,1097.5,8116.33,2986.61,1625.48
2010-01-28,1084.53,8187.36,2994.14,1642.43
2010-01-29,1073.87,8079.7,2989.29,1602.43
2010-01-30,,,,1602.43
2010-01-31,,,,1602.43
2010-02-01,1089.19,8067.21,2941.36,1606.44
2010-02-02,1103.32,8196.93,2934.71,1595.81
2010-02-03,1097.28,8240.64,3003.84,1615.02
2010-02-04,1063.11,8211.69,2995.31,1616.42
2010-02-05,1066.19,8024.76,2939.4,1567.12
2010-02-06,,,,1567.12
2010-02-07,,,,1567.12
2010-02-08,1056.74,7938.04,2935.17,1552.79
2010-02-09,1070.52,7915.52,2948.84,1570.49
2010-02-10,1068.13,7943.6,2982.5,1570.12
2010-02-11,1078.47,,2985.5,1597.81
2010-02-12,1075.51,8025.17,3018.13,1593.66
2010-02-13,,,,1593.66
2010-02-14,,,,1593.66
2010-02-15,,7951.03,,1593.66
2010-02-16,1094.87,7969.15,,1601.05
2010-02-17,1099.51,8151.82,,1627.43
2010-02-18,1106.75,8145.98,,1621.19
2010-02-19,1109.17,7999.78,,1593.9
2010-02-20,,,,1593.9
2010-02-21,,,,1593.9
2010-02-22,1108.01,8193.47,3003.4,1627.1
2010-02-23,1094.6,8168.82,2982.57,1628.9
2010-02-24,1105.24,8060.88,3022.18,1612.83
2010-02-25,1102.94,8018.24,3060.62,1587.51
2010-02-26,1104.49,8039.98,3051.94,1594.58
2010-02-27,,,,1594.58
2010-02-28,,,,1594.58
2010-03-01,1115.71,8081.59,3087.84,1594.58
2010-03-02,1118.31,8119.99,3073.11,1615.12
2010-03-03,1118.79,8146.99,3097.01,1622.44
2010-03-04,1122.97,8071.97,3023.37,1618.2
2010-03-05,1138.7,8196.58,3031.07,1634.57
2010-03-06,,,,1634.57
2010-03-07,,,,1634.57
2010-03-08,1138.5,8350.19,3053.23,1660.04
2010-03-09,1140.45,8321.25,3069.14,1660.83
2010-03-10,1145.61,8307.3,3048.93,1662.24
2010-03-11,1150.24,8378.89,3051.28,1656.62
2010-03-12,1149.99,8432.94,3013.41,1662.74
2010-03-13,,,,1662.74
2010-03-14,,,,1662.74
2010-03-15,1150.51,8447.15,2976.94,1649.5
2010-03-16,1159.46,8429.18,2992.84,1648.01
2010-03-17,1166.21,8515.58,3050.48,1682.86
2010-03-18,1165.83,8457.36,3046.09,1675.17
2010-03-19,1159.9,8532.97,3067.75,1686.11
2010-03-20,,,,1686.11
2010-03-21,,,,1686.11
2010-03-22,1165.81,,3074.58,1672.67
2010-03-23,1174.17,8512.37,3053.12,1681.82
2010-03-24,1167.72,8554.42,3056.81,1681.01
2010-03-25,1165.73,8556.63,3019.18,1688.39
2010-03-26,1166.59,8689.37,3059.72,1697.72
2010-03-27,,,,1697.72
2010-03-28,,,,1697.72
2010-03-29,1173.22,8676.18,3123.8,1691.99
2010-03-30,1173.27,8804.19,3128.47,1700.19
2010-03-31,1169.43,8808.07,3109.11,1692.85
2010-04-01,1178.1,8877.77,3147.42,1719.17
2010-04-02,,8904.41,3157.96,1723.49
2010-04-03,,,,1723.49
2010-04-04,,,,1723.49
2010-04-05,1187.44,8959.19,,1724.99
2010-04-06,1189.44,8913.92,3158.68,1726.09
2010-04-07,1182.45,8941.66,3148.22,1726.6
2010-04-08,1186.44,8844.54,3118.71,1733.78
2010-04-09,1194.37,8873.14,3145.35,1724.47
2010-04-10,,,,1724.47
2010-04-11,,,,1724.47
2010-04-12,1196.48,8913.22,3129.26,1710.3
2010-04-13,1197.3,8852.97,3161.25,1710.59
2010-04-14,1210.65,8873.32,3166.18,1735.33
2010-04-15,1211.67,8945.22,3164.97,1743.91
2010-04-16,1192.13,8847.19,3130.3,1734.49
2010-04-17,,,,1734.49
2010-04-18,,,,1734.49
2010-04-19,1197.52,8688.48,2980.3,1705.3
2010-04-20,1207.17,8695.8,2979.53,1718.03
2010-04-21,1205.94,8824.42,3033.28,1747.58
2010-04-22,1208.67,8731.98,2999.48,1739.52
2010-04-23,1217.28,8733.75,2983.54,1737.03
2010-04-24,,,,1737.03
2010-04-25,,,,1737.03
2010-04-26,1212.05,8897.6,2969.5,1752.2
2010-04-27,1183.71,8910.18,2907.93,1749.55
2010-04-28,1191.36,8721.79,2900.33,1733.91
2010-04-29,1206.78,,2868.43,1728.42
2010-04-30,1186.69,8823.84,2870.61,1741.56
